drug_name,adr_text,smiles
DOLIPRANE,Rena. wit. use. secondar. generalisation. acute. necrosis. failur. labe. Partia. Of. seizure. Ski,CC(=O)NC1=CC=C(C=C1)O
DOMINAL FORTE,Subileus,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3.Cl
DOMPERIDONE,state. oedema. upper. pai. Pruritus. Abdomina. Confusiona. peripheral. erythematous. Rhinorrhoea. morbilliform. Bronchia. Li. obstruction. Rena. Dyspepsia. exfoliation. Rhonchi. Nausea. Sneezing. Somnolence. Diarrhoea. failure. Pain. Ras. Wheezing. Oedem. Ski,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
DONEPEZIL,state. Nec. Hallucination. Insomnia. visual. Incontinence. Somnolence. Invasiv. carcinoma. Hypokinesia. breas. Headache. Abasia. pain. ducta. Confusiona,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
DOSTINEX,ineffective. Dru,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C
DOVOBET,Appendicitis. decreased. Dru. effec,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC.C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C
DOVONEX,infection. difficil. Clostridiu,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C
DOXAZOSIN,proprioception. Weigh. fibr. coldness. Withdrawa. Los. swelling. o. Musculoskeleta. increased. Fall. Transfusion. Gai. disturbance. Smal. Cerebrovascula. Loca. Asthenia. syndrome. neuropathy. Periphera. accident. stiffness,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
DOXEPIN,Fatigue. Weigh. Hospitalisation. Flatulence. distension. Abdomina. increased,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31
DOXEPIN HCL,Dru. hypersensitivity. Diverticulitis. Constipation,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31.Cl
DOXIL,secretion. erythrodysaesthesi. syndrome. Palmar-planta. Woun,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
DOXORUBICIN,use. Febril. Neutropenia. Abdomina. Malignan. progression. neoplas. Hypophagia. neutropenia. labe. pain. Of. effusion. Vomiting. Hyperkalaemia. ineffective. Dru. Bac. Pneumonia. Nausea. shock. Pancytopenia. Cough. Pain. Septi. Pleura,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
DOXORUBICIN HYDROCHLORIDE,use. convulsion. Muscula. Mobilit. ma. palsy. Diseas. nerv. progression. loss. labe. Gran. disease. ineffective. Sensor. Dru. weakness. decreased. Peronea. Of. Castleman^. Leukoencephalopathy,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
DOXYCYCLINE,Rhinorrhoea. acneiform. Tinnitus. Erectio. Neutropenia. Dermatiti. Deafness. increased,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
DOXYCYCLINE CALCIUM,hypersensitivity. Dru,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.[Ca+2].[Ca+2]
DOXYCYCLINE HYCLATE,hypersensitivity. Dru,CCO.C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O.Cl.Cl
DOXYCYCLINE MONOHYDRATE,Congestiv. exertional. Dyspnoe. cardiomyopathy,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O
DRAMAMINE,spasms. Insomnia. Cerebella. Hypersensitivity. Weigh. Gai. disturbance. Influenza. Muscl. Headache. decreased. ataxia. Overdose,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
DRISDOL,Papilloedema. Vomiting. Intracrania. Weigh. Somnolence. pressur. pain. Abdomina. Nausea. increased,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
DRONEDARONE,procedura. Gingiva. haemorrhage. Haemorrhage. Diverticulu. Urogenita. Epistaxis. intestina. haemorrhagic. Melaena. Gastri. Ulce. Cerebra. Haematochezia. Conjunctiva. interaction. Smal. Subdura. Dru. Diarrhoe. Recta. Haemorrhoida. haematoma. Pos. Gastrointestina. Lowe. Ey. Shoc. bleeding. gastrointestina,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
DULCOLAX,Death. Lacrimatio. increased,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
DULERA,Anxiety. Pneumoni. pulmonar. N. Endometriosis. Influenza. Rhiniti. Obstructiv. Incorrec. Hypercholesterolaemia. issue. disorder. Glaucoma. cancer. Ligamen. sprain. omission. Abdomina. qualit. dos. administered. Ches. event. fibrillation. Asthma. hernia. Hypertension. advers. Palpitations. Acut. Produc. Gastroenteritis. Atria. pain. Chroni. Umbilica. coug. airway. disease. Vomiting. sinusitis. Transfusion. allergic. Upper-airwa. Dru. Nervousness. syndrome. discomfort. Gastrointestina. obstructiv. bacterial. Hypersensitivity. Dysphonia. Cough. Breas. Diarrhoea. Bronchitis. toxicity. Nasopharyngitis. Myxoedema,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O
DULOXETINE,Insomnia. Serotoni. Menta. complication. dreams. issue. Glucos. Restlessness. stenosis. statu. Produc. haemoglobi. changes. Glycosylate. increased. interaction. substitutio. Urethra. Procedura. Dru. Nervousness. Tachycardia. leve. Acidosis. syndrome. impaired. toleranc. Abnorma. Pain,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
DURAGESIC,Feelin. Therapeuti. adhesio. quantit. Produc. Dru. withdrawa. respons. Pain. issue. decreased. omission. syndrome. packagin. dos. hot,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
DURAGESIC-100,ADMINISTRATIO. DRU. OVERDOSE. ERROR,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
DURAPHAT,Gingiva. temperatur. Tongu. Infection. Malaise. swelling. Li. pain. Swolle. increased. ulceration. mouth. tongue. Hypersensitivity. face. Chills. Bod. Swellin. Oedem,[F-].[Na+]
DURATESTON,Muscula. Diabete. mellitus. Gai. abnormal. disturbance. Influenza. Cough. cholestero. Bon. triglyceride. Pain. disorder. Patient-devic. weakness. Bloo. incompatibility. Anaemia,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C.CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C.CC(C)CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CC[C@]35C
DUROFERON,Vomiting. Diarrhoea. pain. Abdomina. Nausea,[O-]S(=O)(=O)[O-].[Fe+2]
DUROGESIC,spasms. Fatigue. Seizur. phenomena. Muscl. lik,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
DUROTEP MT,usag. process. Malignan. progression. i. neoplas. techniqu. dru. Wron,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
DUTASTERIDE,proprioception. Los. Fall. Gai. disturbance. Asthenia. o,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C
DYMISTA,Alopecia. Depression,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF.CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl
E45,Diplopia. Vomiting. Dizziness. Gai. disturbance. Dyspnoea. Gastroenteritis. disorder. Balanc,CC(C)C1=NSC(=N1)N
ECOTRIN,Anxiety. disease. Bloo. obstructiv. pulmonar. phosphatas. Dyspnoea. Emphysema. Bronchitis. Stress. coun. Haemoglobi. Platele. Chroni. Nasopharyngitis. alkalin. decreased. increased,CC(=O)OC1=CC=CC=C1C(=O)O
EFAVIRENZ,Death,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
EFFEXOR,. pregnancy. Foreig. process. Autoimmun. Immunodeficiency. devic. Cardio-respirator. device. Medica. Patient-devic. abnormal. dru. Dru. monitorin. techniqu. Arteria. lower. reproductiv. Ectopi. Devic. effec. diabete. haemorrhage. pai. overdose. Rupture. incompatibility. pregnanc. Subcutaneou. Palpitations. no. Typ. usag. Dysmenorrhoea. ineffective. sweats. decreased. ectopi. impaired. Sopor. Hear. Vagina. Dizziness. Weigh. mellitus. performed. disorder. Abdomina. procedur. Pelvi. contraceptiv. Haemorrhag. arrest. error. Fatigue. tract. dislocation. Genita. Tachycardia. coun. Bloo. Nausea. wit. Wron. rat. i. Depression. bod. Ches. Nigh. Activitie. Hypothyroidism. Intentiona. Menorrhagia. pain. o. increased. livin. dail. abscess. Migraine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl
EFFEXOR XR,. dis. Bacteria. Dizziness. Rheumatoi. mellitus. process. diabete. i. Neutropenia. tachycardia. disorder. Intervertebra. Ches. Aphonia. Feelin. Activitie. Los. Memor. fibrillation. Circulator. degeneration. Palpitations. consciousness. Ventricula. Headache. Atria. pain. abnormal. dru. o. Musculoskeleta. increased. Typ. usag. livin. infection. ineffective. Fatigue. irregular. Fall. Dru. Spina. techniqu. Bac. dail. extremity. Nausea. discomfort. Cardia. Gastrointestina. impaired. Hear. collapse. Thinkin. flutter. injury. Diarrhoea. arthritis. Pain. Chills. impairment. hypersensitivity. Convulsion. Pai. Wron. rat,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl
EFFIENT,Pain. disorder. Ski,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4
EFFORTIL,Subileus,CCNCC(C1=CC(=CC=C1)O)O
EFIENT,carcinoma. cel. Trigemina. palsy. Basa,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4
ELIGARD,Eczema,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O
ELIQUIS,glan. Bloo. Death. operation. Cough. Tremor. calciu. Parathyroi. increased,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N
ELTROXIN,haematoma. Vomiting. Syncope. abnormal. Subdura. segmen. Asthenia. Overdose. S. Nausea. Electrocardiogra,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)[O-])N.[Na+]
ELVORINE,disease. arter. lun. progression. Ascites. Interstitia. cancer. pain. Ches. Ana. Coronar. Diseas,C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2]
EMCONCOR,deterioration. effusion. disease. Paraesthesia. Genera. lun. Dyspnoea. physica. healt. Interstitia. Oedema. Aphthou. stomatitis. Pleura,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=C/C(=O)O)\C(=O)O
EMEND,. Cytomegaloviru. lymphoproliferativ. sepsis. Febril. Corynebacteriu. Dysphagia. Epstein-Bar. associate. Dehydration. disorder. Hepatiti. neutropenia. antibod. positive. tes. viru,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F
EMTRICITABINE,Death,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F
ENALAPRIL,use. convulsion. oedema. Muscula. pregnancy. Bon. mellitus. Weigh. Materna. Influenza. cholestero. coronar. t. ma. disorder. incompatibility. Arteriogra. stres. Bladde. swelling. Circulator. Lim. Hypertension. carcinoma. acuit. spontaneous. Dysuria. Patient-devic. labe. reduced. abnormal. pain. Posterio. reversibl. Brai. Live. increased. Anaemia. Gran. functio. Abortio. Diabete. exposur. Gai. Transfusion. disturbance. encephalopath. Erectio. Genita. durin. triglyceride. stimuli. Visua. pressur. weakness. Bloo. decreased. syndrome. Oesophagea. Unresponsiv. tes. Hyponatraemia. Cardia. Proteinuria. Nocturia. Death. collapse. Cathete. Cough. Ey. injury. Pain. placement. Of,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
ENALAPRIL MALEATE,Pyrexia. Sepsis. bone. fracture. Syncope. Influenza. Pancreatitis. Dyspnoea. Facia. Neutropenia. Pneumonia. Hyponatraemia,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=C\C(=O)O)\C(=O)O
ENAPREN,Melaena. Pyrexia. Subarachnoi. haemorrhage. lesion. Pancytopenia. Ski,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=C\C(=O)O)\C(=O)O
ENDOXAN,Cytomegaloviru. Pyrexia. Bacteria. Febril. Gingiva. Ora. i. disorder. failur. cance. Nephrogeni. positive. Mitra. swelling. Loos. anaemia. Malignan. bleeding. progression. neoplas. Gingivitis. depression. Platele. neutropenia. erythema. incompetence. diseas. o. Anaemia. Rena. Osteonecrosi. Paraesthesia. infection. Aorti. Periodontitis. jaw. II. valv. Hepatocellula. Angin. coun. decreased. Stomatitis. tes. Majo. chronic. Cholestasis. injury. Breas. mixed. impairment. pectoris. Tenderness. Pai. bon. tooth. Expose. stag,C1CNP(=O)(OC1)N(CCCl)CCCl
ENOXAPARIN,Vitami. Pyrexia. Bacteria. granulatio. toxi. present. Serotoni. Dyspnoea. Obstructiv. Neutropenia. t. disorder. Poo. Re. Shif. Myelocyt. Basophi. Eosinophi. left. Lymphocyt. Neutrophi. B1. dos. phosphokinas. administered. Metamyelocyt. ischaemi. Whit. Transien. Granuloma. cel. Promyelocyt. Platele. Leukopenia. Schizoaffectiv. Agranulocytosis. th. abnormal. Blas. Live. functio. increased. airway. interaction. infection. Hypotension. Monocyt. Dru. Haemoglobi. pressur. leve. decreased. coun. Bloo. syndrome. creatin. tes. creatinin. Death. Hear. Incorrec. attack. Haematocri. access. bloo. folat. rat. venou,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O
ENOXAPARIN SODIUM,Apnoea. ste. Subdura. haemorrhage. Haematemesis. Brai,CC1C(C(OC(C1OC2CC(C(C(C2O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C=C(O4)C(=O)[O-])O)O)O)NC(=O)C)C(=O)[O-])CO)OC5C(C(C(OC5C(=O)[O-])OC6C7COC(O7)C(C6O)NS(=O)(=O)[O-])O)O)NC(=O)C.[Na+].[Na+].[Na+].[Na+]
ENTACAPONE,Los. lif. consciousness. Dysphagia. Dru. Hypokinesia. Dyskinesia. Speec. Dehydration. disorder. Qualit. decreased. omission. syndrome. Paralysis. Withdrawa. o. dos,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N
ENTOCORT,stenosis. disease. Crohn^. Discomfort. Pain. Ilea. distension. Abdomina,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C
ENTOCORT EC,Gastrointestina. Abdomina. Intestina. Adenocarcinom. hypertrophy. obstruction. pain. colon. inflammation. mucosa. o,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C
ENTUMIN,Intentiona. Sopor. overdose,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
EPAMIN,Menta. Dyspnoea. Speec. disorder. effec. Toot. Epilepsy. Cognitiv. deterioration. Anticonvulsan. epilepticus. Li. loss. dru. syste. Centra. o. discolouration. Genera. lif. Affec. Fall. Gai. disturbance. lesion. Dru. healt. Disorientation. leve. decreased. lability. syndrome. Statu. physica. withdrawa. nervou. impairment. Convulsion. Qualit. Ski,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
EPINEPHRINE,Pyrexia. sinu. stroke. fibrillation. stimuli. Sic. t. Hypotonia. Atria. syndrome. Unresponsiv. Ischaemi,CNC[C@@H](C1=CC(=C(C=C1)O)O)O
EPIPEN,Dizziness. Expire. pregnancy. Foreig. Weigh. haemorrhage. i. pai. Depression. performed. disorder. bod. Rupture. administered. Autoimmun. Aggression. Immunodeficiency. Abdomina. procedur. pregnanc. incompatibility. Subcutaneou. devic. Cardio-respirator. Palpitations. device. Pelvi. Medica. contraceptiv. Patient-devic. Menorrhagia. Haemorrhag. dru. pain. no. arrest. increased. Dysmenorrhoea. error. ineffective. Fatigue. tract. dislocation. Dru. Genita. Tachycardia. monitorin. behaviour. decreased. ectopi. lower. abscess. Nausea. reproductiv. wit. Ectopi. Anger. Migraine. Abnorma. Devic. Vagina. effec,CNC[C@@H](C1=CC(=C(C=C1)O)O)O
EPIRUBICIN,pain. Ches. Pyrexia,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
EPIRUBICIN HYDROCHLORIDE,Neutropenia. Hypertransaminasaemia,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
EPITOL,Diverticulitis. Constipation,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
EPITOMAX,Lymphadenitis. Pyrexia,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C
EPIVAL,Feelin. abnormal,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
EPIVIR,Hepati. Dysgeusia. Hepatiti. pain. C,C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N
EPLERENONE,Dizziness. prescribin. haemorrhage. Muscl. Depression. disorder. Diseas. Feelin. progression. Arthralgia. abnormal. Psychoti. interaction. twitching. Fatigue. error. Dru. Myalgia. Asthenia. Nausea. spasms. Gastrointestina. Cough. Diarrhoea,C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC
EPOETIN ALFA,Haemoglobi. decreased,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CCO)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O
EPZICOM,infection. Bacteria. Nephrolithiasis,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@H]4C[C@H](C=C4)CO
EQUA,Death,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
ERBITUX,Cardia. Bloo. Dizziness. decreased. Syncope. Hear. abnormal. Dyspnoea. imbalance. Electrolyt. pressur. Abasia. Asthenia. arrest. Puls. rat. increased,CC1(C(=C)N(C2=CC=CC=C21)CCCCCC(=O)O)C
ERGENYL,Amenorrhoea. Muscula. Weigh. Dyspnoea. Muscl. cance. Galactorrhoea. Aggression. Abdomina. Palpitations. cel. Dysuria. ger. enlargement. Hyperhidrosis. pain. increased. Ovaria. Fatigue. Swelling. prolacti. II. weakness. Bloo. spasms. Agitation. Dyskinesia. Breas. Tremor. stag,CCCC(CCC)C(=O)O
ERGOCALCIFEROL,appetite. Dizziness. Increase. Fatigue. Weigh. Hypertension. Haemoglobi. decreased. increased,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
ERIBULIN,Metastase. effusion. infiltration. Lun. bone. liver. progression. Dyspnoea. t. disorder. syste. Pleura. Nervou. Diseas,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O
ERIVEDGE,glossitis. Neuropath. Sputu. Muscl. peripheral. Atrophi. oral. Headache. pain. abnormal. Sunburn. Presyncope. Ageusia. Fatigue. Alopecia. Nausea. spasms. Paraesthesi. Migraine. Cough. Breas. Dysgeusia,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
ERLOTINIB,Hi. Dizziness. Computerise. diathesis. Epistaxis. administration. Inappropriat. fracture. Hypertension. abnormal. dru. o. Haemorrhagi. schedul. Fatigue. tomogra. skin. Hearin. impaired. Dr. Rash,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
ERYTHROMYCIN,rash. Genita,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
ERYTHROMYCIN BASE,hypersensitivity. Dru,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
ESCITALOPRAM,use. Anxiety. acidosis. pregnancy. scal. i. secondar. haemorrhage. Com. Incorrec. disorder. Psychomoto. Overdose. administered. dos. fistula. Stereotypy. systoli. labe. hyperactivity. Haemorrhag. abnormal. Metaboli. Haemoglobi. Pregnancy. Haemangioma. Congenita. exposur. generalisation. durin. pressur. Impulse-contro. Foeta. decreased. Bloo. behaviour. seizure. aura. Nausea. wit. Gastrointestina. Hear. Abnorma. Of. rat. Nephrolithiasis. Partia,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
ESCITALOPRAM OXALATE,discomfort. Paraesthesia. Flushing. Vomiting. viral. Menta. Erythema. Influenza. Stress. Gastroenteriti. impairment. Abdomina. Nausea,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O
ESIDREX,Pneumococca. Internationa. Dyspnoea. neoplasm. Epistaxis. Benig. Hypoalbuminaemia. increased. effusion. infection. discharge. oesophagea. normalise. Hepatocellula. Asthenia. Filariasis. Purulen. Cholestasis. rati. injury. Pleura,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
ESOMEPRAZOL,Anxiety. Stereotypy. Abnorma. disorder. Impulse-contro. behaviour. Psychomoto. hyperactivity,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC
ESOMEPRAZOLE,Flui. Febril. pregnancy. Corynebacteriu. Exposur. upper. pai. defect. Enterobacte. neonatal. congenital. Abdomina. cyst. Pulmonar. Rhinorrhoea. neutropenia. Atria. Dyspepsia. infection. pneumonia. Feedin. Fall. Rhabdomyolysis. overload. durin. valv. disorde. Nausea. Pharyngitis. Somnolence. Sneezing. Diarrhoea. stenosi. Pain. Infecte. septa,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC
